,rating,brand_name,product_category,parent_category,idx_size,cost_usd,bow
24604,ab,alexander wang,backpack,bag,14,285.0,marti nylon backpack black fabric  nylon marti  
24605,ab,alexander wang,satchel,bag,9,234.0,rocco leather satchel white leather  calf rocco  
24606,b+,alexander wang,satchel,bag,9,214.0,rocco leather satchel light brown leather  lambskin rocco  
24607,b+,alexander wang,satchel,bag,9,215.0,rocco leather satchel black leather  lambskin rocco  
24608,b+,balenciaga,tote bag,bag,15,539.0,m bazar shopper lambskin tote bag black leather  lambskin bazar shopper 
24609,b+,balenciaga,satchel,bag,9,511.0,xs bazar shopper satchel silver leather  lambskin bazar shopper 
24610,ab,balenciaga,crossbody bag,bag,12,311.0,motocross classic leather day red leather  lambskin motocross crossbody 
24611,b+,balenciaga,crossbody bag,bag,7,323.0,motocross classic envelope crossbody dark green leather  lambskin motocross classic envelope
24612,b+,balenciaga,crossbody bag,bag,7,343.0,mini motocross classic envelope crossbody beige leather  lambskin motocross envelope giant
24613,ab,balenciaga,crossbody bag,bag,12,285.0,motocross day messenger bag blue leather  lambskin motocross crossbody 
24614,b+,balenciaga,satchel,bag,11,584.0,motocross giant velo satchel orange leather  lambskin motocross velo giant
24615,ab,bottega veneta,handbag,bag,9,1076.0,intrecciato brick handbag dark brown leather  calf intrecciato tote 
24616,ab,bottega veneta,satchel,bag,6,1719.0,small piazza bag dark blue leather  calf piazza  
24617,a,burberry,satchel,bag,large,537.0,banner leather satchel dark red leather  calf banner  
24618,b+,celine,bucket bag,bag,16,577.0,seau drawstring bucket bag brown leather  calf seau drawstring 
24619,ab,celine,tote bag,bag,medium,741.0,phantom luggage leather tote yellow leather  calf phantom  
24620,ab,chloe,shoulder bag,bag,large,431.0,large lexa leather shoulder bag brown leather  lambskin lexa  
24621,ab,chloe,satchel,bag,10,452.0,medium paraty leather satchel pink leather  calf paraty  
24622,b,chloe,satchel,bag,10,466.0,medium paraty leather satchel beige leather  calf paraty  
24623,b+,chloe,satchel,bag,10,436.0,paraty leather satchel pink leather  calf paraty  
24624,b+,chloe,satchel,bag,10,439.0,paraty leather satchel light green leather  calf paraty  
24625,b+,chloe,satchel,bag,8,430.0,paraty leather satchel black leather  calf paraty  
24626,b+,chloe,crossbody bag,bag,10,209.0,vanessa leather shoulder bag blue leather  calf vanessa  
24627,ab,chloe,handbag,bag,11,544.0,leather marcie handbag gray leather  calf marcie  
24628,a,fendi,tote bag,bag,15,538.0,monster nylon tote bag black fabric  nylon monster tote 
24629,ab,fendi,satchel,bag,medium,471.0,by the way leather satchel yellow leather  calf by the way
24630,ab,fendi,satchel,bag,medium,605.0,dotcom leather satchel blue leather  calf dotcom  
24631,ab,givenchy,satchel,bag,mini,797.0,mini gv3 leather satchel dark green leather  goatskin gv3 satchel 
24632,b,givenchy,satchel,bag,medium,560.0,medium pandora leather satchel brown leather  calf pandora  
24633,ab,givenchy,shoulder bag,bag,8,471.0,pandora box leather shoulder bag green leather  calf pandora box 
24634,b,gucci,tote bag,bag,medium,532.0,soho patent leather chain shoulder bag dark blue leather  patent soho tote 
24635,b+,louis vuitton,tote bag,bag,gm,372.0,vernis bellevue gm purple leather  patent monogram vernis bellevue
24636,b+,miu miu,satchel,bag,8,236.0,leather satchel blue leather  calf calf leather satchel
24637,ab,mulberry,handbag,bag,classic,245.0,embossed leather bayswater handbag dark blue leather  calf bayswater heritage 
24638,a,mulberry,crossbody bag,bag,5,236.0,snakeskin crossbody bag dark green exotic  snake python leather crossbody
24639,a,mulberry,business bag,bag,11,447.0,chiltern leather briefcase black leather  calf chiltern  
24640,ab,mulberry,backpack,bag,15,477.0,reston nylon backpack dark green fabric  nylon reston  
24641,ab,mulberry,handbag,bag,medium,303.0,leather handbag dark blue leather  calf del rey 
24642,a,prada,satchel,bag,10,539.0,saffiano galleria satchel black leather  calf saffiano galleria 
24643,a,prada,satchel,bag,10,505.0,saffiano galleria satchel black leather  calf saffiano galleria 
24644,ab,prada,satchel,bag,10,560.0,saffiano galleria satchel black leather  calf saffiano galleria 
24645,a,prada,satchel,bag,10,553.0,saffiano lux galleria satchel black leather  calf saffiano lux galleria
24646,a,prada,satchel,bag,12,367.0,vitello daino satchel red leather  calf vitello daino satchel
24647,a,ysl,business bag,bag,11,673.0,embossed leather museum briefcase black leather  calf museum  
24648,a,ysl,crossbody bag,bag,7,353.0,leather ligne y crossbody bag pink leather  calf chyc ligne 
24649,a,valentino,satchel,bag,11,711.0,small rockstud leather satchel pink leather  lambskin rockstud trapeze 
24650,a,ysl,clutch bag,bag,6,317.0,patent leather belle de jour clutch bag dark green leather  patent belle du jour
24651,b+,gucci,shoulder bag,bag,6,120.19,leather shoulder bag gray fabric  denim gg canvas shoulder
24652,b,gucci,crossbody bag,bag,6,216.73,gg imprime crossbody bag black plastic  vinyl gg imprime crossbody
24653,b+,prada,belt bag,bag,6,306.5,tessuto belt bag black fabric  nylon tessuto belt bag
24654,b+,prada,tote bag,bag,13,171.96,printed vinyl tote bag white plastic  vinyl pvc tote 
24655,b+,prada,satchel,bag,12,313.22,leather satchel black leather  calf vitello satchel 
24656,b+,prada,tote bag,bag,13,304.01,vitello daino leather tote bag beige leather  calf vitello daino tote
24657,b,prada,handbag,bag,9,93.15,tessuto handbag light brown fabric  nylon tessuto handbag 
24658,b+,louis vuitton,tote bag,bag,48,396.74,monogram sac shopping 48 brown fabric  coated canvas monogram sac shopping
24659,b+,louis vuitton,clutch bag,bag,6,321.57,monogram orsay brown fabric  coated canvas monogram orsay 
24660,b+,louis vuitton,bucket bag,bag,petit,307.08,monogram petit bucket brown fabric  coated canvas monogram bucket 
24661,b+,chanel,tote bag,bag,10,794.62,caviar medallion tote bag beige leather  calf caviar medallion tote
24662,b,prada,satchel,bag,9,263.68,canapa tessuto satchel black fabric  nylon canapa satchel 
24663,b+,prada,belt bag,bag,8,299.5,tessuto belt bag black fabric  nylon tessuto belt bag
24664,b+,prada,shoulder bag,bag,5,276.63,gathered leather shoulder bag black leather  calf vitello shine baguette
24665,b,gucci,backpack,bag,9,182.59,bamboo suede drawstring backpack pink leather  suede bamboo backpack 
24666,b+,louis vuitton,crossbody bag,bag,28,357.6,monogram nile brown fabric  coated canvas monogram nile 
24667,b+,louis vuitton,crossbody bag,bag,pm,265.82,monogram cartouchiere pm brown fabric  coated canvas monogram cartouchiere 
24668,ab,prada,satchel,bag,10,296.64,nappa gaufre satchel black leather  lambskin nappa gaufre satchel
24669,b+,louis vuitton,shoulder bag,bag,mm,337.78,monogram looping mm brown fabric  coated canvas monogram looping 
24670,ab,gucci,shoulder bag,bag,11,301.34,gg canvas pelham bag black fabric  canvas gg canvas pelham
24671,ab,burberry,tote bag,bag,7,119.69,haymarket check canvas tote bag beige fabric  canvas haymarket check handbag
24672,ab,burberry,satchel,bag,7,125.46,leather satchel black leather  calf calf leather satchel
24673,b,louis vuitton,crossbody bag,bag,6,417.62,monogram sologne brown fabric  coated canvas monogram sologne 
24674,b+,gucci,satchel,bag,11,222.12,gg canvas satchel brown fabric  canvas gg canvas satchel
24675,b+,gucci,tote bag,bag,10,189.16,guccissima shearling jolicoeur tote light brown leather  suede guccissima jolicoeur tote
24676,b+,louis vuitton,shoulder bag,bag,mm,337.5,monogram looping mm brown fabric  coated canvas monogram looping 
24677,b+,louis vuitton,bucket bag,bag,pm,376.41,damier ebene marais brown fabric  coated canvas damier ebene marais
24678,b+,balenciaga,crossbody bag,bag,6,219.75,motocross giant 12 crossbody black leather  lambskin motocross hip giant
24679,b+,louis vuitton,tote bag,bag,mm,1083.37,monogram neverfull ikat mm brown fabric  coated canvas monogram ikat neverfull
24680,ab,prada,clutch bag,bag,10,105.66,canapa canvas clutch bag light brown fabric  canvas canapa logo clutch
24681,b+,chanel,tote bag,bag,10,793.49,caviar medallion tote bag black leather  calf caviar medallion tote
24682,b+,fendi,baguette,bag,6,332.67,leopard printed pony hair mamma baguette brown natural material  pony hair baguette  
24683,b+,louis vuitton,handbag,bag,5,329.35,monogram sonatine brown fabric  coated canvas monogram sonatine 
24684,ab,mcm,boston bag,bag,7,142.28,nylon visetos boston bag black fabric  nylon visetos boston 
24685,b+,gucci,handbag,bag,7,219.05,leather handbag beige fabric  canvas gg canvas junco
24686,b+,louis vuitton,pouch,slg,28,137.09,monogram trousse toilette 28 brown fabric  coated canvas monogram trousse toilette
24687,ab,louis vuitton,shoulder bag,bag,mm,320.14,monogram looping mm brown fabric  coated canvas monogram looping 
24688,b+,louis vuitton,baguette,bag,6,292.75,monogram pochette accessoires brown fabric  coated canvas monogram pochette accessoires
24689,ab,burberry,handbag,bag,6,143.26,leather handbag black leather  calf calf leather handbag
24690,b+,louis vuitton,handbag,bag,15,225.19,vernis brentwood beige leather  patent monogram vernis brentwood
24691,b+,gucci,hobo bag,bag,11,274.73,guccissima bella hobo bag brown fabric  canvas gg canvas bella
24692,b+,prada,satchel,bag,11,221.41,nylon satchel black fabric  nylon tessuto satchel 
24693,b+,balenciaga,satchel,bag,9,298.07,motocross leather classic city pink leather  lambskin motocross classic city
24694,ab,louis vuitton,shoulder bag,bag,mm,338.4,monogram looping mm brown fabric  coated canvas monogram looping 
24695,ab,gucci,handbag,bag,8,191.29,diamante canvas sukey handbag black fabric  canvas diamante handbag 
24696,b+,louis vuitton,handbag,bag,15,440.14,vernis brentwood red leather  patent monogram vernis brentwood
24697,b+,fendi,hobo bag,bag,11,221.41,suede hobo bag black leather  suede ff lock hobo
24698,ab,louis vuitton,shoulder bag,bag,mm,358.26,monogram looping mm brown fabric  coated canvas monogram looping 
24699,b+,prada,shoulder bag,bag,8,217.0,leather shoulder bag light brown leather  lambskin nappa shoulder bag
24700,ab,prada,crossbody bag,bag,4,262.73,saffiano leather crossbody bag black leather  calf saffiano crossbody 
24701,b+,chanel,shoulder bag,bag,medium,1937.79,classic medium lambskin double flap bag beige leather  lambskin timeless classic flap
24702,b+,fendi,shoulder bag,bag,mamma,286.71,cotton baguette light brown fabric  wool mamma baguette 
24703,b,louis vuitton,satchel,bag,pm,665.53,monogram turenne pm brown fabric  coated canvas monogram turenne 
24704,a,ysl,shoulder bag,bag,5,730.0,small classic kate leather shoulder bag black leather  calf kate  
24705,a,prada,crossbody bag,bag,medium,530.0,soft calf diagramme crossbody bag black leather  calf diagramme crossbody 
24706,a,louis vuitton,pouch,slg,8,100.0,mini lin anne sophie red fabric  canvas monogram mini lin
24709,ab,dior,long wallets,slg,4,381.35,cannage leather wallet on chain black leather  calf cannage woc 
24710,ab,dior,satchel,bag,large,641.79,cannage lady dior leather satchel white leather  calf cannage lady dior
24711,ab,dior,shoulder bag,bag,7,911.53,miss dior tweed shoulder bag light brown fabric  tweed miss dior 
24712,a,dior,shoulder bag,bag,5,1302.18,dior oblique 30 montaigne shoulder bag blue fabric  canvas dior oblique 30
24713,ab,fendi,baguette,bag,7,1367.29,denim baguette blue fabric  denim baguette  
24714,ab,fendi,small wallets,slg,5,437.16,monster leather wallet on chain gray leather  calf monster woc 
24715,ab,gucci,card holder,slg,3,102.31,guccissima card holder black leather  calf guccissima museo card
24717,b,gucci,tote bag,bag,9,237.18,gg canvas tote bag brown fabric  canvas gg canvas sukey
24718,b+,gucci,crossbody bag,bag,9,195.33,gg supreme crossbody bag brown fabric  coated canvas gg supreme crossbody
24719,b+,gucci,tote bag,bag,medium,237.18,gg canvas positano scarf tote black fabric  canvas gg canvas positano
24720,b+,gucci,handbag,bag,9,334.85,heritage pony hair handbag brown natural material  pony hair heritage  
24721,ab,gucci,crossbody bag,bag,11,288.34,gg supreme crossbody bag black fabric  coated canvas gg web crossbody
24722,ab,gucci,satchel,bag,mini,427.86,swing leather satchel light blue leather  calf swing  
24723,ab,gucci,satchel,bag,8,492.97,gg supreme satchel brown fabric  coated canvas gg supreme satchel
24724,b,gucci,satchel,bag,small,716.2,bamboo daily leather satchel white leather  calf daily  
24725,ab,gucci,shoulder bag,bag,large,623.19,soho leather chain shoulder bag black leather  calf soho tote 
24726,ab,gucci,crossbody bag,bag,6,534.82,soho disco leather crossbody bag light pink leather  calf soho crossbody 
24727,b+,gucci,handbag,bag,8,353.45,crocodile leather handbag black exotic  crocodile crocodile leather handbag
24728,b+,gucci,satchel,bag,small,1218.47,gg supreme ophidia satchel brown fabric  coated canvas gg supreme ophidia
24729,ab,gucci,satchel,bag,medium,1116.15,gg supreme ophidia satchel brown fabric  coated canvas gg supreme ophidia
24730,a,gucci,crossbody bag,bag,9,799.91,gg supreme ophidia crossbody bag brown fabric  coated canvas gg supreme ophidia
24731,ab,prada,pouch,slg,4,88.36,tessuto pouch yellow fabric  nylon tessuto pouch 
24733,ab,prada,pouch,slg,5,55.81,tessuto pouch purple fabric  nylon tessuto pouch 
24737,ab,prada,clutch bag,bag,7,184.17,tessuto clutch bag black fabric  nylon tessuto clutch 
24738,ab,prada,tote bag,bag,15,246.48,tessuto tote bag black fabric  nylon tessuto tote 
24739,b+,prada,business bag,bag,11,427.86,saffiano business bag brown leather  calf saffiano business bag
24740,ab,prada,handbag,bag,6,372.05,saffiano bauletto handbag pink leather  calf saffiano bauletto 
24741,b,prada,crossbody bag,bag,5,325.54,gaufre leather crossbody bag pink leather  lambskin nappa gaufre crossbody
24742,b,prada,satchel,bag,14,368.33,tessuto satchel black fabric  nylon tessuto satchel 
24743,b+,prada,satchel,bag,medium,467.85,tessuto satchel pink fabric  nylon tessuto satchel 
24744,ab,prada,satchel,bag,10,479.02,vitello daino satchel black leather  calf vitello daino satchel
24745,b+,celine,satchel,bag,10,144.17,leather satchel brown leather  calf calf leather satchel
24746,b,celine,satchel,bag,small,390.65,vertical cabas leather satchel white leather  calf cabas vertical bicolor
24750,b+,ysl,tote bag,bag,11,381.35,reversible e/w leather tote bag black leather  suede eastwest  
24751,ab,ysl,tote bag,bag,11,572.96,e/w leather tote bag white leather  calf eastwest  
24752,b+,ysl,tote bag,bag,11,539.47,e/w leather tote bag pink leather  calf eastwest  
24753,ab,ysl,belt bag,bag,4,799.91,lou belt bag silver leather  calf lou  
24754,ab,ysl,card holder,slg,3,102.31,studded leather card holder black leather  calf calf leather card
24762,b,hermes,crossbody bag,bag,20,790.61,box calf vintage crossbody brown leather  calf palonnier  
24764,b+,burberry,baguette,bag,6,125.57,leather baguette dark red leather  calf calf leather baguette
24765,ab,burberry,handbag,bag,8,125.57,leather handbag black leather  calf calf leather handbag
24766,b+,burberry,crossbody bag,bag,5,163.7,quilted nylon crossbody dark blue fabric  nylon nylon crossbody 
24767,a,burberry,belt bag,bag,5,251.13,nylon belt bag black fabric  nylon nylon belt bag
24768,b,burberry,backpack,bag,11,83.71,plaid canvas backpack black fabric  canvas canvas backpack 
24769,b+,burberry,baguette,bag,7,93.01,leather baguette dark brown leather  calf calf leather baguette
24774,b+,louis vuitton,crossbody bag,bag,mm,372.05,utah shawnee mm black leather  calf utah shawnee 
24775,b+,louis vuitton,handbag,bag,8,469.71,vernis montana red leather  patent monogram vernis montana
24777,a,louis vuitton,crossbody bag,bag,mini,818.51,epi mini alma red leather  calf epi alma 
24778,b+,louis vuitton,hobo bag,bag,mm,1227.77,monogram empreinte artsy mm brown leather  calf monogram empreinte artsy
24789,ab,chanel,shoulder bag,bag,6,1627.72,medium matelasse reissue shoulder bag black fabric  cotton mademoiselle turnlock reissue
24841,ab,goyard,long wallets,slg,4,390.65,goyardine richelieu bifold wallet black fabric  coated canvas goyardine richelieu bifold
24842,b,goyard,clutch bag,bag,mm,567.38,goyardine senat mm orange fabric  coated canvas goyardine senat 
24843,ab,goyard,clutch bag,bag,mm,585.98,goyardine senat mm yellow fabric  coated canvas goyardine senat 
24844,ab,gucci,coin pouch,slg,4,102.31,gg canvas coin pouch black fabric  canvas gg canvas nailhead
24845,b,bottega veneta,satchel,bag,13,297.64,suede satchel brown leather  suede suede leather satchel
24846,ab,bottega veneta,crossbody bag,bag,13,390.65,intrecciomirage crossbody bag dark brown leather  calf intrecciomirage crossbody 
24847,b,bottega veneta,satchel,bag,large,539.47,intrecciato roma satchel black leather  calf intrecciato roma 
24848,b+,bottega veneta,travel bag,bag,11,669.69,intrecciato leather weekender dark brown leather  calf intrecciato travel bag
24849,b,bottega veneta,belt bag,bag,7,116.27,coated canvas belt bag black fabric  coated canvas coated canvas belt
24850,ab,bottega veneta,long wallets,slg,7,190.68,leather bifold long wallet brown leather  calf intrecciato slg 
24851,b+,bottega veneta,tote bag,bag,17,260.44,intrecciomirage leather shoulder bag black leather  calf intrecciomirage tote 
24856,b+,ysl,bucket bag,bag,13,100.0,canvas drawstring bucket bag brown fabric  canvas canvas bucket 
24857,ab,ysl,crossbody bag,bag,7,80.0,cotton crossbody bag black fabric  cotton cotton crossbody 
24858,a,fendi,satchel,bag,medium,450.0,medium 2jours leather satchel black leather  calf 2jours  
24859,ab,louis vuitton,crossbody bag,bag,gm,660.0,damier ebene bloomsbury gm brown fabric  coated canvas damier ebene bloomsbury
24860,a,bottega veneta,clutch bag,bag,6,1269.18,the pouch gold leather  calf the pouch 20
24861,a,bottega veneta,clutch bag,bag,11,1652.45,bv snap clutch bag white leather  calf intrecciato clutch 
24862,b,louis vuitton,shoulder bag,bag,mm,306.35,monogram cite mm brown fabric  coated canvas monogram cite 
24863,ab,chanel,tote bag,bag,10,807.05,caviar medallion tote bag black leather  calf caviar medallion tote
24864,b+,gucci,tote bag,bag,10,191.21,gg canvas pelham tote bag brown fabric  canvas d-ring gg canvas
24865,b+,prada,crossbody bag,bag,8,107.92,tessuto crossbody bag black fabric  nylon tessuto crossbody 
24866,ab,prada,tote bag,bag,11,245.55,tessuto tote bag black fabric  nylon tessuto tote 
24867,b+,louis vuitton,bucket bag,bag,gm,344.32,monogram noe brown fabric  coated canvas monogram noe 
24868,b,chanel,crossbody bag,bag,9,992.56,cc quilted suede crossbody bag black fabric  nylon vela crossbody 
24869,b,prada,crossbody bag,bag,9,113.86,tessuto crossbody bag black fabric  nylon vela crossbody 
24870,ab,gucci,tote bag,bag,11,278.29,web leather tote bag white leather  calf web tote 
24871,b+,prada,crossbody bag,bag,12,131.99,tessuto crossbody bag black fabric  nylon tessuto crossbody 
24872,b+,prada,crossbody bag,bag,10,131.99,tessuto crossbody bag black fabric  nylon tessuto crossbody 
24873,b,fendi,crossbody bag,bag,6,137.1,velvet crossbody bag black fabric  velour velour satchel 
24874,b,prada,tote bag,bag,8,91.06,tessuto tote bag black fabric  nylon tessuto tote 
24875,b,prada,handbag,bag,9,75.71,tessuto handbag red fabric  nylon tessuto handbag 
24876,b+,prada,shoulder bag,bag,8,241.21,vitello daino shoulder bag black leather  others vitello shoulder bag
24877,ab,burberry,tote bag,bag,15,142.22,stowell canvas tote bag beige fabric  canvas canvas tote 
24878,b+,burberry,tote bag,bag,12,147.33,house check canvas tote bag beige fabric  canvas house check tote
24879,b+,prada,hobo bag,bag,12,313.82,vitello daino hobo bag dark brown leather  calf vitello daino shoulder
24880,b+,louis vuitton,pouch,slg,28,148.36,monogram trousse toilette 28 brown fabric  coated canvas monogram trousse toilette
24881,b+,fendi,crossbody bag,bag,10,162.68,nylon crossbody bag black fabric  nylon nylon crossbody 
24882,b+,gucci,tote bag,bag,10,174.71,gg canvas pelham tote bag brown fabric  canvas d-ring gg canvas
24883,ab,fendi,shoulder bag,bag,12,142.22,nubuck leather chains tote bag dark green leather  calf chains  
24884,b+,gucci,handbag,bag,9,142.22,web canvas jackie handbag brown fabric  canvas web jackie 
24885,b+,louis vuitton,shoulder bag,bag,mm,399.03,monogram croissant mm brown fabric  coated canvas monogram croissant 
24886,b,prada,shoulder bag,bag,6,158.59,leather shoulder bag gray leather  calf calf leather shoulder
24887,b+,gucci,crossbody bag,bag,7,253.74,gg canvas web crossbody bag brown fabric  canvas gg canvas web
24888,ab,burberry,satchel,bag,10,152.45,leather satchel beige leather  calf calf leather satchel
24889,b+,prada,shoulder bag,bag,6,152.45,easy leather shoulder bag black leather  calf royal calf easy
24890,ab,prada,shoulder bag,bag,8,91.06,leather vitello drive bowler shoulder bag white leather  calf drive vitello handbag
24891,b,fendi,vanity bag,bag,6,106.41,zucca canvas vanity bag brown fabric  canvas zucca vanity bag
24892,b+,louis vuitton,pouch,slg,28,148.36,monogram trousse toilette 28 brown fabric  coated canvas monogram trousse toilette
24893,b,chanel,crossbody bag,bag,9,877.86,cc quilted lambskin leather crossbody bag gray leather  lambskin cc crossbody 
24894,b,prada,crossbody bag,bag,13,111.52,tessuto crossbody bag black fabric  nylon tessuto crossbody 
24895,b+,gucci,crossbody bag,bag,8,213.84,gg canvas crossbody bag light brown fabric  canvas gg canvas joy
24896,b+,gucci,tote bag,bag,12,249.65,guccissima signoria tote bag dark brown leather  calf signoria  
24897,b+,gucci,baguette,bag,5,142.22,gg canvas boat gray fabric  canvas gg canvas boat
24898,b+,fendi,shoulder bag,bag,9,104.36,leather shoulder bag brown leather  calf calf leather shoulder
24899,b+,gucci,hobo bag,bag,15,168.82,gg canvas hobo bag light brown fabric  canvas gg canvas hobo
24900,b+,gucci,tote bag,bag,10,218.95,gg canvas pelham tote bag brown fabric  canvas d-ring gg canvas
24901,b+,prada,crossbody bag,bag,6,331.5,saffiano crossbody bag black leather  calf saffiano crossbody 
24902,b+,gucci,shoulder bag,bag,9,245.55,gg crystal web shoulder bag brown plastic  vinyl gg crystal tote
24903,b+,louis vuitton,baguette,bag,6,306.12,monogram pochette accessoires brown fabric  coated canvas monogram pochette accessoires
24904,b+,gucci,tote bag,bag,11,270.11,gg supreme tote bag white fabric  coated canvas gg supreme tote
24905,b+,gucci,tote bag,bag,10,184.17,gg canvas tote bag black fabric  canvas gg canvas tote
24906,b+,prada,baguette,bag,7,91.06,leather baguette black leather  calf calf leather baguette
24907,b,prada,baguette,bag,7,99.24,patent leather baguette black leather  patent patent leather baguette
24909,ab,ysl,crossbody bag,bag,15,180.0,suede fringe crossbody bag brown leather  suede monogram crossbody 
24910,b+,prada,shoulder bag,bag,6,150.0,tessuto shoulder bag black fabric  nylon tessuto shoulder bag
24911,a,fendi,tote bag,bag,11,485.0,logo shopper tote bag red leather  calf calf leather tote
24912,b,mulberry,shoulder bag,bag,lily,250.0,medium embossed lily shoulder bag beige leather  calf lily  
24913,b+,louis vuitton,crossbody bag,bag,25,300.0,monogram saumur 25 brown canvas  monogram saumur 
24914,b+,dior,shoulder bag,bag,6,150.0,dior oblique chain shoulder bag beige fabric  canvas oblique shoulder bag
24915,ab,gucci,baguette,bag,5,210.0,horsebit suede chain baguette purple leather  suede horsebit baguette 
24916,b+,alexander wang,boston bag,bag,7,100.0,mini rockie boston bag red leather  calf rockie  
24917,b+,balenciaga,handbag,bag,13,230.0,motocross giant 21 brief handbag green leather  lambskin motocross brief giant
24918,ab,gucci,baguette,bag,5,180.0,lizard leather baguette pink exotic  lizard lizard leather baguette
24919,ab,louis vuitton,satchel,bag,pm,430.0,monogram mini lin croisette marina pm light pink fabric  canvas monogram mini lin
24920,b,prada,crossbody bag,bag,9,200.0,tessuto crossbody bag brown fabric  nylon tessuto crossbody 
24921,ab,bottega veneta,tote bag,bag,10,260.93,intrecciomirage nylon tote bag beige fabric  nylon intrecciato mirage tote
24922,b+,burberry,handbag,bag,6,167.74,house check canvas handbag beige fabric  canvas house check handbag
24926,ab,burberry,handbag,bag,7,167.74,house check canvas handbag beige fabric  canvas house check handbag
24927,b+,celine,crossbody bag,bag,13,167.74,leather fringe crossbody bag brown leather  suede dimitri  
24928,b+,celine,bucket bag,bag,10,186.38,macadam drawstring bucket bag brown fabric  coated canvas macadam bucket 
24929,b,celine,tote bag,bag,14,139.78,macadam tote bag brown fabric  coated canvas macadam tote 
24934,b+,dior,handbag,bag,7,260.93,leather handbag black leather  calf d-ring shoulder bag
24935,b+,dior,shoulder bag,bag,7,298.2,leather shoulder bag red leather  calf calf leather shoulder
24937,ab,dior,travel bag,bag,15,167.74,dior oblique travel bag black plastic  vinyl dior oblique travel
24939,b,fendi,handbag,bag,8,232.97,zucca nylon handbag white fabric  nylon zucca handbag 
24940,b,fendi,tote bag,bag,10,232.97,zucchino canvas tote bag gray fabric  canvas zucchino tote 
24941,b+,fendi,baguette,bag,mamma forever,326.16,zucchino canvas mamma forever brown fabric  canvas zucchino mamma forever
24945,b+,fendi,clutch bag,bag,11,186.38,zucca canvas clutch bag brown fabric  canvas zucca clutch 
24946,b+,gucci,boston bag,bag,7,232.97,gg canvas boston bag light brown fabric  canvas d-ring gg canvas
24947,b+,gucci,baguette,bag,7,186.38,gg canvas baguette black fabric  denim gg canvas baguette
24948,b,gucci,handbag,bag,9,186.38,gg canvas handbag dark brown fabric  canvas gg canvas tote
24949,b+,gucci,handbag,bag,8,186.38,jackie handbag black fabric  canvas jackie  
24950,b+,gucci,baguette,bag,4,149.1,gg canvas boat brown fabric  canvas gg canvas boat
24951,b+,louis vuitton,handbag,bag,pm,167.74,vernis reade pm red leather  patent monogram vernis reade
24952,b,louis vuitton,crossbody bag,bag,5,326.16,monogram marly bandouliere brown fabric  coated canvas monogram marly 
24953,b+,louis vuitton,backpack,bag,mm,512.54,monogram montsouris mm brown fabric  coated canvas monogram montsouris 
24954,b+,louis vuitton,bucket bag,bag,gm,316.84,epi noe black leather  calf epi noe 
24955,b+,louis vuitton,bucket bag,bag,petit,316.84,epi petit noe yellow leather  calf epi noe 
24956,ab,louis vuitton,handbag,bag,pm,279.57,epi saint jacques pm short strap yellow leather  calf epi saint jacques
24957,b+,louis vuitton,crossbody bag,bag,35,316.84,monogram saumur 35 brown fabric  coated canvas monogram saumur 
24958,b+,louis vuitton,travel bag,bag,60,465.94,epi keepall 60 blue leather  calf epi keepall 
24959,b+,louis vuitton,tote bag,bag,mm,605.73,monogram neverfull mm brown fabric  coated canvas monogram neverfull 
24960,b,louis vuitton,crossbody bag,bag,pm,354.12,monogram reporter pm brown fabric  coated canvas monogram reporter 
24961,b,louis vuitton,crossbody bag,bag,gm,326.16,monogram pochette twin gm brown fabric  coated canvas monogram pochette twin
24962,b+,louis vuitton,handbag,bag,30,316.84,monogram papillon 30 brown fabric  coated canvas monogram papillon 
24963,b+,louis vuitton,shoulder bag,bag,15,447.31,monogram batignolles horizontal brown fabric  coated canvas monogram batignolles horizontal
24964,ab,louis vuitton,crossbody bag,bag,8,354.12,monogram danube brown canvas  monogram danube 
24965,b+,louis vuitton,backpack,bag,gm,344.8,monogram randonnee gm brown fabric  coated canvas monogram randonnee 
24966,b,louis vuitton,crossbody bag,bag,7,335.48,monogram popincourt brown fabric  coated canvas monogram popincourt 
24967,b+,louis vuitton,crossbody bag,bag,gm,326.16,monogram pochette twin gm brown fabric  coated canvas monogram pochette twin
24968,b+,louis vuitton,shoulder bag,bag,gm,354.12,monogram looping gm brown canvas  monogram looping 
24969,b+,louis vuitton,tote bag,bag,pm,512.54,monogram neverfull pm brown canvas  monogram neverfull 
24970,b+,louis vuitton,belt bag,bag,4,354.12,monogram florentine pochette brown fabric  coated canvas monogram pochette florentine
24971,b+,louis vuitton,handbag,bag,12,335.48,monogram deauville dark brown fabric  coated canvas monogram deauville 
24972,b+,louis vuitton,crossbody bag,bag,35,316.84,monogram saumur 35 brown fabric  coated canvas monogram saumur 
24975,b+,louis vuitton,travel bag,bag,40,493.9,monogram cruiser 40 brown fabric  coated canvas monogram cruiser 
24976,b+,chanel,handbag,bag,9,1304.64,matelasse kelly handbag black leather  calf caviar kelly 
24977,b+,chanel,crossbody bag,bag,4,1537.62,cc caviar matelasse single flap crossbody bag black leather  lambskin cc turnlock timeless
24978,b+,chanel,tote bag,bag,10,605.73,matelasse chain tote bag black leather  lambskin timeless shoulder bag
24979,b+,chanel,crossbody bag,bag,7,1723.99,cc lambskin leather crossbody bag black leather  lambskin cc turnlock crossbody
